index	input	target
274316	saus lapangan yang bagus.	kamu menyukainya ? ini pertama saya.
274337	kami harus membawamu ke dokter.	tidak masalah . lupakan .
274343	reese. . .kamu punya nama depan?	kyle.
274344	kemari .	reese. . .kamu punya nama depan?
274345	pembekuan.	kemari .
274346	kamu kedinginan?	pembekuan.
274354	ada begitu banyak. . .	katakan padaku . baru mulai dari awal.
274370	Apakah kamu mengerti ?	iya nih . jangan sakiti aku.
274372	saya bisa bantu anda . . .	siapa yang berwenang di sini?
274379	dikelilingi oleh jaringan hidup.	tentu saja .
274418	saya baru saja menelepon.	hubungi dia lagi.
274419	telepon dia .	saya baru saja menelepon.
274426	dua jam itu dingin.	aku tahu .
274469	saya meminta maaf, saya menawarkan bantuan.	membersihkan loker Anda.
274470	Anda tidak berbicara kepada saya seperti itu.	saya meminta maaf, saya menawarkan bantuan.
274471	lalu, kamu mencium pantatnya.	Anda tidak berbicara kepada saya seperti itu.
274474	pakaian dalam?	selalu.
274476	pacar?	tidak .
274477	iya nih .	pacar?
274478	lajang?	iya nih .
274479	juilliard, ya.	lajang?
274480	belajar akting, saya berasumsi?	juilliard, ya.
274481	satu saudara laki-laki, satu saudara perempuan.	belajar akting, saya berasumsi?
274482	keluarga besar . . . kecil ?	satu saudara laki-laki, satu saudara perempuan.
274483	awalnya, connecticut.	keluarga besar . . . kecil ?
274494	Aku tidak tahu harus memanggilmu apa lagi.	claire.
274498	saya harus menunjukkan kepada Anda. . .	tidak !
274499	jangan bergerak, kamu jalang. . . !	saya harus menunjukkan kepada Anda. . .
274500	tolong, nicholas, biarkan saya tunjukkan. . .	jangan bergerak, kamu jalang. . . !
274501	Hentikan !	tolong, nicholas, biarkan saya tunjukkan. . .
274510	diam !	Mari ku tunjukkan . . .
274511	nicholas. . .	diam !
274512	berhenti berbicara . . .	nicholas. . .
274526	kami menggeledah rumah.	tebak kamu melewatkannya.
274527	ini milikku . . .	kami menggeledah rumah.
274528	dari mana kamu mendapatkan pistol itu?	ini milikku . . .
274529	apa-apaan kamu. . . ?	dari mana kamu mendapatkan pistol itu?
274532	dari mana kamu mendapatkannya. . . ?	. . . apa . . . ?
274545	bawa kami keluar dari sini. . .	nicholas. . .
274548	apa yang kamu <u> lakukan </ u> di sini?	Saya kembali dari kematian.
274554	apa yang kita lakukan ?	siapa ini ?
274555	siapa ini ?	apa yang kita lakukan ?
274558	penipuan, game con. berapa banyak ?	saya tidak tahu. banyak .
274567	apa katamu ?	saya tidak mengatakan apa-apa.
274589	apa ini ! ?	Tuhan, bangun, itu penipu!
274591	tidak ! saya muak dengan ini. . .	nicholas. . .
274593	wha. . . ?	tidak disini ! mereka bisa melihat.
274594	mereka sedang menonton.	wha. . . ?
274598	ambil gambarnya.	apa yang salah ?
274601	ingin minum apa saja?	kamu ?
274606	saya pikir . . .	apakah kamu keberatan jika aku duduk?
274612	apakah ini Anda ?	dari mana kamu mendapatkan ini?
274613	apa itu ?	apakah ini Anda ?
274615	tidak mengira aku akan pernah melihatmu lagi.	kemari . . .
274616	tidak apa-apa, ayah.	tidak mengira aku akan pernah melihatmu lagi.
274617	Bisakah kita bicara ?	tidak apa-apa, ayah.
274618	apa yang kamu lakukan di sini ?	Bisakah kita bicara ?
274626	maitre d 'memanggilmu christine.	benar panggil aku christy.
274634	hm? Oh ya .	baju baru. . .
274635	bagus	hm? Oh ya .
274643	itu klasik.	kenapa . . ?
274646	tidak pernah menangkap namamu.	nicholas. nicholas van orton.
274649	sepatu <u> Anda </ u> berharga seribu dolar?	yang itu.
274650	ada ribuan dolar.	sepatu <u> Anda </ u> berharga seribu dolar?
274660	ini adalah c .r.	apa c .r. ?
274662	aku akan menunggu .	tidak seperti orang lain yang bisa membukanya.
274664	ada tangga di sini.	Pahlawanku . Ayo pergi .
274665	oh baik .	ada tangga di sini.
274668	tidak .	silahkan . . .
274673	saya akan memberi Anda dorongan.	kamu duluan.
274686	rumah	bagaimana kamu tahu itu jalannya?
274688	sampai jumpa .	kemana kamu pergi ?
274690	harus ada senter.	saya tidak mengerti mengapa mereka melibatkan Anda.
274691	Anda harus .	harus ada senter.
274692	maaf, tentang ini. . .	Anda harus .
274705	ini gila.	apa </ i> masalahmu?
274710	jangan hanya berdiri di sana, dapatkan bantuan!	ini tidak mungkin nyata. . .
274711	ya Tuhan . . . !	jangan hanya berdiri di sana, dapatkan bantuan!
274712	saya tidak berpikir dia bernafas.	ya Tuhan . . . !
274714	saya tidak tahu. . . dia jatuh.	kamu tahu apa yang harus dilakukan?
274715	ada apa dengan dia?	saya tidak tahu. . . dia jatuh.
274717	permisi, saya perlu menjelaskan. . .	jangan menjelaskan. persetan. Selamat tinggal .
274731	saya minta maaf .	tolong, jangan lakukan itu. . .
274737	ya	membaginya?
274738	benarkah?	ya
274752	kamu bagian dari itu. . .	apa ? connie. . .
274756	benarkah?	apakah kamu tahu cara mengganti ban?
274761	itu ban kempes. itu saja .	bagaimana Anda tahu ?
274780	beritahu aku kemana kita pergi.	hanya mengemudi, bung. itu gila!
274784	aku akan menelepon.	lakukan untukmu.
274785	itu tidak masalah. . .	aku akan menelepon.
274786	saya akan memanggil mereka, oke?	itu tidak masalah. . .
274789	apakah kamu masih minum obat?	mengapa kamu mengatakan itu?
274793	baik .	Maukah kamu ?
274797	itu adalah pengalaman hidup yang mendalam.	seperti stroke?
274811	kamu butuh sesuatu?	tidak .
274824	lulusan sekolah mana?	kamu terlihat baik.
274831	Conrad, sungguh mengejutkan. kesehatan.	Selamat ulang tahun .
274832	hey disana, nickie.	Conrad, sungguh mengejutkan. kesehatan.
274836	iya nih .	dan, mereka tidak mengambil jam itu?
274848	selamat ulang tahun, nicholas.	saya akan menelepon. saya benar-benar akan.
274852	Saya akan menjelaskan suatu hari nanti.	saya harap .
274887	Anda maksud, <u> dis </ u> puas.	itu benar - Anda adalah ahli kata-kata kiri otak.
274904	berbeda setiap waktu.	humor saya dengan spesifik.
274932	bukankah aku memberimu dua?	tidak, kamu tidak. . .
274934	hm?	apakah ada kunci kamar?
274935	kunci ?	hm?
274953	apa yang membuat Anda bertanya?	saya tidak yakin.
274964	Apakah semua baik-baik saja ?	baik .
274969	makan malam di oven.	Terima kasih . Selamat malam .
274971	Terima kasih .	semoga harimu menyenangkan .
274980	saudaramu . maukah kamu ikut denganku?	tentang apa ini?
275000	penggalangan dana tahunan kebun raya fitzwilliam.	tidak .
275023	hanya apa yang aku katakan kepadamu.	tidak ada lagi ?
275029	seberapa peduli saya seharusnya?	itu kesalahpahaman.
275035	jangan tanya.	saya memeriksanya secara pribadi.
275047	salam sesama insomniac.	salam sesama counter domba.
275075	dan itu adalah milikku dan luke.	ada gerbong di belakang.
275082	Luke, bisakah aku bicara denganmu?	yakin .
275083	ya	Luke, bisakah aku bicara denganmu?
275088	dan ini asisten saya, mary lambretta.	Salam pembuka .
275092	yakin dia akan ada di sini.	dimana dia bisa berada.
275094	di -	- Berapa harga mobil ini?
275109	saya tidak melakukannya.	kamu bisa saja .
275140	Ayolah .	tidak --
275158	kenapa?	saya tidak tahu.
275163	dulu .	Selamat Datang di rumah .
275172	saya menjadi lebih takut.	hmm .
275183	seperti apakah baunya?	itu sangat spesifik.
275185	nell! apa yang salah ?	bau itu. . . ya Tuhan .
275198	Anda bisa memanggil saya nell, dr. sumsum .	nell. cukup baik . dan aku jim.
275199	keanehan, bagaimana drive?	Anda bisa memanggil saya nell, dr. sumsum .
275204	itu? itu rumah bukit.	Di sinilah kita akan pergi?
275210	ya, ini adalah sumsum dokter.	bagaimana aku tahu itu untukmu?
275211	menguji .	ya, ini adalah sumsum dokter.
275215	Anda tahu apa yang membuatnya kesal?	apa ?
275220	oh tuhan, kita tidak bisa keluar!	nell, apa yang kita lakukan?
275232	mungkin mereka mary.	mary ikut denganku.
275234	baik ini adalah sarapan yang nyaman.	selamat pagi, theo. luke.
275241	dia tidak bahagia.	kenapa?
275242	iya nih .	dia tidak bahagia.
275243	kenapa dia bunuh diri?	iya nih .
275265	mereka sangat cantik. bukankah begitu?	Saya telah melihat mereka. banyak debu.
275289	apakah kamu yakin?	aku pikir begitu .
275300	Saya tidak pernah punya pedikur sebelumnya.	yah?
275309	mungkin Anda melakukannya sendiri.	kenapa?
275312	apakah sudah berakhir?	tidak, ini semakin parah.
275326	selamat malam, theo.	kamu juga . senang melempar dan berputar.
275354	ini ini dari toko barang bekas.	berapa biayanya?
275355	dan apa yang Anda kenakan, itu bagus juga.	ini ini dari toko barang bekas.
275361	kami pikir seseorang ada di sini.	kami pikir ?
275370	hei, saya pikir kamu bukan orang prasmanan.	Saya tuan rumah yang ramah.
275373	saya suka warnanya.	kita semua melakukannya.
275376	siapa ?	bukan siapa, makanan. haruskah kita mendapatkan italian.
275377	italian.	siapa ?
275378	Maafkan saya .	italian.
275379	Italia?	Maafkan saya .
275387	saya tidak menyukai makanan jari. terlalu rewel.	seperti kamu .
275389	apa pun kecuali Jepang.	kenapa?
275390	makanan apa?	apa pun kecuali Jepang.
275391	segera setelah Anda berpakaian.	makanan apa?
275394	itu bukan ketukan.	itu bukan pujian.
275395	Saya sangat senang kami melakukan obrolan ini.	itu bukan ketukan.
275399	apakah saya sesuatu?	yah, kamu jelas bukan orang.
275400	Saya setia pada hal-hal yang membuat saya bahagia.	apakah saya sesuatu?
275401	bukan untukmu, jelas.	Saya setia pada hal-hal yang membuat saya bahagia.
275402	apa itu masalah?	bukan untukmu, jelas.
275418	kemana kita pergi ?	ketika kamu menemukan pria itu, kamu akan tahu.
275419	sama seperti terakhir kali - selebihnya setelah.	kemana kita pergi ?
275420	baik .	sama seperti terakhir kali - selebihnya setelah.
275421	Bagaimana kamu suka membunuh seseorang untukku?	baik .
275422	tidak buruk .	Bagaimana kamu suka membunuh seseorang untukku?
275423	bagaimana mereka pergi, nak?	tidak buruk .
275424	datang kemari.	bagaimana mereka pergi, nak?
275425	hei	datang kemari.
275447	sudah ada beberapa masalah di pusat kota.	jenis apa ?
275448	apa .	sudah ada beberapa masalah di pusat kota.
275451	saya tidak akan bicara.	huh ?
275452	bercinta denganmu.	saya tidak akan bicara.
275453	biarkan dia istirahat - dia suka istirahat.	bercinta denganmu.
275457	aku bisa mengurus dokumennya.	yah?
275460	Anda berada di negara gun sekarang, teman saya.	berkunjung ke acara kapal.
275469	itu barang kelas atas. keandalan total.	apa yang kau sebut itu - pelindung?
275470	terlihat bagus .	itu barang kelas atas. keandalan total.
275471	Pria tahu apa yang dia suka.	terlihat bagus .
275477	lagi?	apakah kamu punya teman, teman?
275478	Aku bertanya-tanya sesuatu.	lagi?
275481	terlalu mudah ?	Dia harus tahu kenapa.
275482	itu akan terlalu mudah.	terlalu mudah ?
275486	satu hal yang saya butuhkan.	stabil terus.
275487	kamu kembali ke dalam?	satu hal yang saya butuhkan.
275490	kita berdiri di atas apa?	iman .
275492	tidak ada orang lain yang ada di sini.	pertama masuk, pertama keluar, itu aku.
275493	baik, itulah yang kami lakukan, n 'itu.	tidak ada orang lain yang ada di sini.
275499	apa yang sangat lucu?	itu bukan penjaga. mereka adalah valet.
275504	otot ekstra. pengawal.	sudahkah dia?
275505	apa ?	otot ekstra. pengawal.
275506	dia membawa massa yang besar.	apa ?
275507	huh ?	dia membawa massa yang besar.
275513	bagaimana kalau kalian berdua berhubungan, kalau begitu?	oh, jenny ada di kelas akting saya.
275527	tidak . tidak semuanya . apakah kita?	bukan aku, man.
275562	boomerang .	apa?
275575	huh ?	membunuhnya.
275576	siapa yang melakukannya, lalu?	huh ?
275577	itu lebih baik daripada telegram.	siapa yang melakukannya, lalu?
275582	saya tidak mengharapkan siapa pun.	tak ada alasan .
275584	eduardo cabang.	kamu pulang, lalu.
275589	. . . mengingatkan saya pada jennifer.	sulit untuk dilewatkan.
275596	tidak mengerti.	baik, itulah jeda.
275597	sungguh.	tidak mengerti.
275603	tidak banyak - kamu?	sama.
275604	apa yang kau katakan, elaine?	tidak banyak - kamu?
275606	Anda hanya berada di pesawat yang lebih tinggi, wilson.	terlalu berdarah benar, 'n' itu.
275611	bagaimana Anda tahu ?	kata cowok memberitahuku.
275612	di situlah kelopak valentine.	bagaimana Anda tahu ?
275613	apa yang ada di sur besar?	di situlah kelopak valentine.
275614	tidak pernah memikirkan itu. liburan busman.	apa yang ada di sur besar?
275618	berapa jauh ?	saya tidak tahu - beberapa jam, saya kira.
275619	sampai ke pantai.	berapa jauh ?
275620	dimana sur besar?	sampai ke pantai.
275635	Anda terdengar seperti petugas masa percobaan saya.	tidakkah dia akan mencarimu sekarang?
275636	Saya kira Anda hanya kebiasaan.	Anda terdengar seperti petugas masa percobaan saya.
275638	apa yang ayahmu lakukan?	pasar gelap selama perang.
275643	bukan yang saya ingat.	bagaimana dengan nenekmu?
275648	hanya di film-film.	Aku sudah lama sekali meninggalkannya.
275649	kamu pernah ke london?	hanya di film-film.
275658	dapatkan tujuh tahun, kan?	dalam semalam. bagaimana dengan sekarang?
275659	siapa yang ingat.	dapatkan tujuh tahun, kan?
275664	hai?	dari mengejar profesi pilihan Anda.
275665	itu tidak menyurutkan Anda, meskipun.	hai?
275675	Anda tidak tahu bagaimana saya telah mengkompromikan standar saya.	beritahu kami tentang itu.
275676	kamu tidak tampak terganggu.	Anda tidak tahu bagaimana saya telah mengkompromikan standar saya.
275677	ini lebih banyak sorotan dari panduan penjara zagat?	kamu tidak tampak terganggu.
275687	Aku akan bertanya dengan baik.	ada teleponnya. Anda ingin nomor teleponnya.
275688	tentang apa . apa yang membuatmu begitu yakin.	Aku akan bertanya dengan baik.
275692	Anda tidak percaya itu kecelakaan mobil.	apa yang kamu pikirkan .
275696	Apakah kamu serius .	pernahkah kamu mengenal saya untuk tidak.
275697	kenapa tidak .	Apakah kamu serius .
275707	saya bertaruh .	berbagai perusahaan, gaya hal.
275708	berbasis di london, tetapi dengan masalah internasional.	saya bertaruh .
275709	saya melihat .	berbasis di london, tetapi dengan masalah internasional.
275710	pemilik perusahaan london. lama.	saya melihat .
275711	garis apa dia berada.	pemilik perusahaan london. lama.
275712	majikan saya.	garis apa dia berada.
275713	siapa mr. lindgren?	majikan saya.
275714	-- Bapak . lindgren.	siapa mr. lindgren?
275715	- majikanmu?	-- Bapak . lindgren.
275724	sesuatu seperti itu, ya.	di mana Anda mendapatkan laporan bank Anda.
275725	apa itu, seperti p .o. kotak	sesuatu seperti itu, ya.
275726	nah, alamat akomodasi.	apa itu, seperti p .o. kotak
275741	kapan kamu masuk?	kemarin sore.
275749	yeah, well, dia memulai semua itu di london.	pemodelan.
275754	kecewa.	dia tidak pernah memberi tahu eddie.
275756	malu .	tidak malu.
275757	tidak malu.	malu .
275762	oh, baru saja berakhir, lalu.	sekarang siapa yang sedang menyindir?
275769	Kedengarannya seperti perbukitan beverly.	di sini, apakah kamu selalu sarky ini?
275772	di sini, tidak akan membiarkan saya masuk	coba telepon aku lagi.
275781	bukan itu yang saya dengar.	Lalu apa itu?
275784	bagaimana maksudmu?	sudah lama.
275785	sibuk, kan.	bagaimana maksudmu?
275786	mengurutkan beberapa hal.	sibuk, kan.
275787	tidak, kenapa kamu datang ke sini?	mengurutkan beberapa hal.
275788	ingin berbicara denganmu, bukan?	tidak, kenapa kamu datang ke sini?
275789	Kenapa kamu datang kesini ?	ingin berbicara denganmu, bukan?
275792	mungkin itu asapnya.	bukan mereknya.
275793	kalian terlihat mirip .	mungkin itu asapnya.
275794	punya perasaan itu adalah kamu.	kalian terlihat mirip .
275801	dari kesepakatan itu, kawan.	oh ya, benar. kesepakatan itu.
275802	semua apa?	dari kesepakatan itu, kawan.
275807	itu kamu. pusat kota.	eh ?
275810	ya seharusnya tidak bertanya-tanya. pasti sudah selesai.	jadi apa dagingmu, sobat?
275821	dimana dia sekarang ?	dia punya urusan mendesak di utara.
275836	yah?	mengubah tempat itu sepenuhnya. 180 derajat.
275839	Kamu yakin ?	kecuali aku bukan siapa yang aku pikirkan.
275840	maaf bukan saya.	Kamu yakin ?
275843	tidakkah kamu bekerja dengan ian?	ian?
275848	Terdengar seperti Anda butuh istirahat.	bisa lakukan, ya.
275856	Tidak ada istirahat bagi orang jahat .	telah pergi jauh.
275860	saya lebih suka tinggal di rumah, saya.	Anda adalah seorang traveler yang enggan, lalu.
275865	obat-obatan? uang tunai? baik jika kita beruntung.	bagaimana kita akan mendapatkan keberuntungan itu?
275866	apa yang ada di dalam itu ?	obat-obatan? uang tunai? baik jika kita beruntung.
275873	kamu bertaruh.	seperti apa .
275877	ada sesuatu.	apa ?
275878	ada?	ada sesuatu.
275882	rotasi lurus, tidak ada kotoran, panggilkan tembakan Anda.	biar istirahat.
275884	apa maksudmu, lebih bahagia?	lebih bahagia daripada bajingan lain dalam hidup.
275888	dia baik mencarimu.	terus .
275889	itu tidak berarti apa-apa.	dia baik mencarimu.
275890	Avery mengatakan dia ketat dengan putrinya.	itu tidak berarti apa-apa.
275891	mungkin dia bahkan tidak mengenal pria Inggris itu.	Avery mengatakan dia ketat dengan putrinya.
275893	saya tidak tahu.	l .a .p .d.
275901	semoga berhasil .	yesus, apakah kamu cukup gay atau apa.
275904	yang mana?	jenis selamanya.
275905	ya	yang mana?
275906	membuat 'masalah untuk seseorang?	ya
275908	hei	saya mendapat setengah.
275909	lima ribu .	hei
275910	berapa banyak .	lima ribu .
275913	apa yang kamu pikirkan ?	dimana dia, lalu?
275917	jennifer wilson.	kamu kenal dia?
275920	aku meragukan itu .	jadi mengapa dia ingin melihatmu.
275921	dia mengharapkanmu?	aku meragukan itu .
275925	bagaimana kamu bisa masuk ke sini.	berjalan.
275929	siapa yang mencarimu?	pergi sekarang .
275930	dalam beberapa hari semua ini -	siapa yang mencarimu?
275931	apa kamu sudah selesai ?	dalam beberapa hari semua ini -
275934	Apakah dia disini ?	Anda tahu saya tidak tinggal bersamanya.
275935	- Anda tahu namanya jujur.	Apakah dia disini ?
275936	dimana . . . siapa-nama-nya - fred -	- Anda tahu namanya jujur.
275940	masalah apa yang kamu hadapi?	tidak ada masalah .
275941	tentu saja Anda lakukan.	masalah apa yang kamu hadapi?
275942	saya tidak ingin kamu di sini, terry.	tentu saja Anda lakukan.
275943	Anda berhasil. . . lebih cerah.	saya tidak ingin kamu di sini, terry.
275946	sejak kapan ?	aku merindukan anak-anakku.
275947	menjalankan hak kunjungan saya.	sejak kapan ?
275948	apa yang kamu lakukan di sini ?	menjalankan hak kunjungan saya.
275949	Halo .	apa yang kamu lakukan di sini ?
275954	katakan padaku .	memberi tahu Anda . . .
275955	apa .	katakan padaku .
275957	terima kasih. kamu juga .	melihat 'kamu.
275962	kamu harus tahu ian.	bukan saya .
275963	ah .	kamu harus tahu ian.
275964	emi di london. saya bekerja dengan ian.	ah .
275978	ya, ann?	dan Anda harus memberi tahu doris. . .
275984	halo, ed.	ann. maukah kamu masuk?
275986	. . .no, tolong.	tolong, tuan crane, tidak apa-apa, tolong--
275988	birdy--	tidak apa-apa . . .
275993	kamu seorang penggila.	huh. ya mungkin . . .
275994	huh .	kamu seorang penggila.
275997	Saya menghargai minat yang Anda ambil.	ah . . . tidak apa .
275998	. . .uh huh .	Saya menghargai minat yang Anda ambil.
276003	lihat, aku bukan ahli, tapi--	itu tidak masalah, mr crane.
276004	tetapi lebih atau kurang.	lihat, aku bukan ahli, tapi--
276005	dia tidak mengatakan itu.	tetapi lebih atau kurang.
276006	. . .i bau, bukan?	dia tidak mengatakan itu.
276008	Ya ampun, tuan crane.	lihat saja dia, sebagai bantuan untukku.
276019	yakin . . . tentu, ini rumahnya.	itulah yang dia terus katakan padaku.
276024	ya	kami pasti merindukanmu.
276027	halo, tuan crane.	halo, birdy.
276034	dia tuli ketika dia menulis ini.	siapa ?
276042	. . .dia bisa naik ke sana.	baiklah, dengar, aku tidak mengaku sebagai ahli--
276053	saya tidak berpura-pura menjadi ahli.	ah .
276054	ah ya, pencinta musik.	saya tidak berpura-pura menjadi ahli.
276055	uh huh .	ah ya, pencinta musik.
276058	. . Apakah kamu ze fahzer?	tidak . uh. . . teman keluarga .
276069	itu akan baik-baik saja.	ya, baik . biarlah, uh. . .
276079	uang tunai.	uang tunai? !
276082	benar! bisnis ketat.	ya
276083	jalan keluar dari barisan.	benar! bisnis ketat.
276084	tidak masalah !	jalan keluar dari barisan.
276085	Anda keluar dari barisan, Tuan.	tidak masalah !
276086	mungkin .	Anda keluar dari barisan, Tuan.
276087	. . Apakah itu sebuah umpan?	mungkin .
276088	ed.	. . Apakah itu sebuah umpan?
276097	tidak . saya - beritahu saya--	yakin .
276118	pria macam apa * itu * kamu?	dave-- besar
276119	. . .huh ?	pria macam apa * itu * kamu?
276126	aku di nirdlinger. biarkan dirimu masuk	baik .
276128	tolong, ed.	tempatmu ?
276129	tapi itu . . .	tolong, ed.
276132	mm.	menggelapkan, ed. dari istriku sendiri!
276155	toko khusus di sacramento.	uh huh .
276161	dia yang langka.	bagaimana bisnisnya, dave?
276171	diberitahu apa?	saya, uh. . . terima kasih.
276174	hanya kopi.	Anda yakin tidak menginginkan sesuatu yang lebih keras?
276175	rye.	hanya kopi.
276177	. . .doris--	nah, jangan katakan apapun. aku baik-baik saja .
276190	saya tidak tahu apa yang terjadi. saya--	apa yang terjadi denganmu ?
276191	Apa kabar ?	saya tidak tahu apa yang terjadi. saya--
276192	madu .	Apa kabar ?
276197	'ampun, gina. itu sangat indah.	selamat, gina.
276202	begitu?	* itu berarti saya tidak menjalankan nirdlinger! *
276207	siapa ?	dave.
276212	ya benar .	ayo, bersiap-siap. ini penting .
276216	madu ?	mm.
276238	bagaimana kamu masuk ke toko?	saya mengambil kunci doris.
276239	saya tidak tahu. saya tidak berpikir demikian.	bagaimana kamu masuk ke toko?
276257	birdy's di ruang tamu - aku pada jarak jauh di sini.	tentu, walter. terima kasih.
276258	ya	birdy's di ruang tamu - aku pada jarak jauh di sini.
276261	ed, bagaimana kabar Anda?	saya baik-baik saja, walter, terima kasih.
276263	uh huh . dia adalah, uh. . .	ya, yang terbaik.
276270	saya baik-baik saja . terima kasih.	tidak, terima kasih sayang.
276271	kopi, ed?	saya baik-baik saja . terima kasih.
276273	menganggapnya serius.	jadi, siapa yang harus aku--
276274	begitu--	menganggapnya serius.
276281	saya baik-baik saja .	baik . nak. yesus!
276282	Anda yakin tidak membutuhkannya?	saya baik-baik saja .
276283	tidak, terima kasih .	Anda yakin tidak membutuhkannya?
276284	Oh neraka . minum?	tidak, terima kasih .
276285	terima kasih. terima kasih telah melihat saya, di rumah.	Oh neraka . minum?
276290	saya tidak bekerja di sini. istri saya.	uh huh . beberapa ketukan, ya?
276291	belumkah aku melihatmu mengenakan pakaian wanita?	saya tidak bekerja di sini. istri saya.
276296	itu sesuatu. saya adalah bangau.	aku tahu siapa kamu, mr crane.
276297	dia menulis beberapa sonata piano yang indah.	itu sesuatu. saya adalah bangau.
276298	itu cukup sesuatu.	dia menulis beberapa sonata piano yang indah.
276317	. . . bagaimana Anda hari ini, ed?	baik .
276319	Aku akan membaurnya dengan kotoran rumah biasa.	apa yang kamu bicarakan?
276320	apa yang--	Aku akan membaurnya dengan kotoran rumah biasa.
276327	. . Anda pernah bertanya-tanya tentang hal itu?	Whuddya artinya?
276330	huh ?	rambut ini.
276331	jujur ​​.	huh ?
276343	ya	yesus . .
276352	birdy. . . saya tidak bermaksud untuk--	apa yang dia katakan?
276373	Bapak . . . ?	derek. ed crane.
276375	'lo, ed.	halo, walter.
276380	ah .	kursi kedua.
276383	bisakah kamu ikut denganku?	yakin . dapat ed datang juga?
276388	ok, anak laki-laki, siapa di antara kamu yang mendapat hak istimewa?	kami baru saja tutup, teman.
276413	uh, vince. maaf ini tidak akan menunggu.	lebih baik itu baik.
276422	saya minta maaf Pak . Anda baik-baik saja ?	seseorang masuk ke ruangan ini.
276423	beauregard! Anda membuat saya takut setengah mati.	saya minta maaf Pak . Anda baik-baik saja ?
276438	iya nih .	saya tidak ingin menakut-nakuti orang.
276459	dibelakangmu .	apa kombinasinya?
276491	rupanya itu sangat besar.	saya pikir saya harus ikut dengan Anda.
276516	letnan -	panggil aku vince.
276527	kita perlu cahaya di sini, stat.	dimana kepalanya?
276528	keberatan jika aku melihatnya?	kita perlu cahaya di sini, stat.
276529	apa yang tersisa.	keberatan jika aku melihatnya?
276533	pendergast agen khusus. fbi.	vince d'agosta. saya keluar?
276534	kamu siapa ? tukang pemakaman ?	pendergast agen khusus. fbi.
276541	lihat. ini semacam surat.	bolehkah saya melihatnya?
276548	dr. john whittlesey.	apa yang dilakukan di sini?
276549	apa yang dikatakan ?	dr. john whittlesey.
276552	tidak terlalu keras.	apa itu ?
276555	Baiklah . kawakita, tutup bagian belakang.	oh sial.
276565	apa itu ?	dr. hijau harus melihat Anda!
276566	letnan! ini aku .	apa itu ?
276569	ingin tahu . ada sesuatu yang hilang.	talamus dan hipotalamus, mungkin?
276578	dr. rok?	lihat siapa yang ada di sini, margo.
276611	margo, ini bukan polong biji.	Apakah mereka ?
276625	saya tidak menyerah.	kamu harus .
276675	ya, saya lakukan.	Apa yang kamu kerjakan ?
276676	kamu bekerja di sini?	ya, saya lakukan.
276678	mereka berwarna kuning!	Anda buta warna.
276685	sebesar rumah.	tidak sebesar itu.
276692	ayam . ini adalah jalan pintas.	aku tidak ingin pergi dengan cara ini.
276693	kita tidak seharusnya kembali ke sana.	ayam . ini adalah jalan pintas.
276700	yesus, apa ini?	ruang penyimpanan lain.
276710	argo! hobbes!	kembali ! sekarang !
276716	mereka punya sesuatu.	terus terang. saya tidak bisa melihat.
276723	harus menyelesaikan tesis ini kapan-kapan.	bagaimana dengan makan siang ?
276734	Serat tumbuhan ini penuh dengan hormon!	jenis hormon apa?
276736	Telur jenis apa itu?	itu reptil.
276743	mbwun.	apa itu ?
276748	bajingan telah dipecat.	itu tidak mungkin .
276749	apa ?	bajingan telah dipecat.
276757	saya tidak bisa!	kamu harus . lakukan sekarang !
276771	kamu mencium bau itu?	itu datang. lari.
276772	ya Tuhan ! tolong!	kamu mencium bau itu?
276794	planetarium!	vince!
276806	pergi.	terluka?
276827	apa yang terjadi ?	saya tidak tahu.
276843	monster legendaris bernama mbwun.	seekor monster ?
276861	mungkin tidak .	jika dia hidup dia akan menghubungi saya.
276869	Anda ingin memesan penerbangan?	itu tidak masalah. Saya akan membuat pengaturan lain.
276870	betul .	Anda ingin memesan penerbangan?
276872	kenapa tidak?	aku pikir kamu sedang terburu-buru.
276876	<i> sebulan. </ i>	ini musim sibuk.
276882	maafkan saya, er. . .yang terbesar.	viti levu. untuk berapa banyak ?
276883	<i> di mana </ i> di fiji? pulau apa?	maafkan saya, er. . .yang terbesar.
276884	<i> Fiji. </ i>	<i> di mana </ i> di fiji? pulau apa?
276886	saya ingin memesan penerbangan ke fiji.	dimana tepatnya ?
276892	isyarat musik. . .	musik apa ?
276895	kita tidak melihat laut.	mengapa kita akan--
276896	itu hanya masalah waktu .	kita tidak melihat laut.
276897	apa yang telah kita lewatkan?	itu hanya masalah waktu .
276903	beri aku suntikan dari cincin truman.	dia mengembalikannya kepada ayahnya.
276907	apa yang harus dilihat?	apa yang ada di clockcam?
276912	merapatkan ?	tidak, tahan. . .
276938	apakah kita berbicara emmy?	tentu nominasi.
276951	amnesia .	tentu saja .
276962	SELAMAT DATANG .	Terima kasih .
276968	kamu bintangnya.	tidak ada yang nyata.
276973	kamu siapa ?	saya adalah pencipta.
276978	ingatan siapa?	ssst!
276982	yakin dia akan melakukannya.	tebak saya selalu berpikir mereka akan mengadopsi.
276983	kamu pikir dia akan melakukannya?	yakin dia akan melakukannya.
276984	kenapa tidak ?	kamu pikir dia akan melakukannya?
276986	bagaimana bisa mereka punya anak?	itu tidak akan menjadi miliknya, kamu idiot.
276988	cantiknya ! apa yang kamu tunggu ?	i. . .aku tidak bisa.
