index	input	target
261841	hi ya, rebecca . . .	tired .
261849	that's one dollar an' twenty cents .	i wanta get some things .
261850	i brought these walnuts to trade .	that's one dollar an' twenty cents .
261851	rebecca, you jest the one i wanta see .	i brought these walnuts to trade .
261860	yeah, just stay where you is . . .	there, you see ?
261865	well, let's get to work !	you sure you feel up to it, nathan ?
261875	how's the weather out there ?	little chilly .
261876	i'll wait till after the children .	how's the weather out there ?
261877	you ready to eat ?	i'll wait till after the children .
261878	mornin' . . .	you ready to eat ?
261879	good mornin', nathan .	mornin' . . .
261887	night, son !	and don't wake up josie mae and earl !
261915	what . . . are you ?	i am the clitoris .
261916	behold my glory .	what . . . are you ?
261917	what . . .	behold my glory .
261930	pillow .	alright, now i want you to say 'horsefucker .'
261931	good . now 'pillow' .	pillow .
261932	montana .	good . now 'pillow' .
261933	notice that nothing happens . now say 'montana .'	montana .
261934	doggy .	notice that nothing happens . now say 'montana .'
261939	what did you say ? ! ? !	i said -
261940	how would you like to gargle rat jiz ?	what did you say ? ! ? !
261944	why the fuck not ?	eric !
261951	holy shit cartman ! what was that ? !	how the fuck should i know ! !
261955	what ?	i saw him last night !
261959	is it cartman's mom ?	very funny !
261986	cartman ? !	whoops .
261988	what cartman ? !	kenny ! i saw kenny again !
261989	you guys ! seriously ! you guys !	what cartman ? !
262002	tell 'em we'll have pie and punch .	we're not gonna have pie and punch !
262011	hey cartman .	what ?
262013	what the hell was that ? !	dude, they cut out 92 minutes !
262020	oh .	i can't believe he's dead .
262031	suck my balls .	yeah, <b>shut your fucking face, unclefucka ! !</b>
262033	dude, that movie was fucking sweet !	you bet your fucking ass it was !
262035	cuz, dummy they're canadian, just like ike !	oh .
262041	mrphmmmph ! ! !	okay .  not .
262043	mph rmph rmph rmph rm ! ! !	agagah ! !
262050	no you can't kenny !	mph rm rmph ! !
262051	mph rmph rm ! !	no you can't kenny !
262053	mph rmpmh rm .	no way .
262061	mom . . .	yes, hon ?
262062	oh .	mom . . .
262070	look, eric it's your little friends .	what the hell are you guys doing here ?
262076	norwegian ass raper .	oh yeah .
262077	the n word ?	norwegian ass raper .
262092	you've got a stupid accent too .	eric, that is not appropriate .
262096	kyle ? !	eric ?
262107	what's going on, chef ?	something big, children .
262110	ha ! is the pope catholic ?	i don't know .
262112	we can't, we're on a hunger strike .	a hunger strike ? for what ?
262122	hello there, children ! !	hey, chef .
262126	may i ?	what ?
262128	oh no, it's that kid .	this is the place--
262129	viva la resistance .	oh no, it's that kid .
262133	yes i am !	baba mama !
262135	uhh . . .	goodnight, ike, we're all going to bed .
262141	donkey raping shit eater .	doky maping she deeder ! ! !
262143	purpre mama !	be quiet, ike ! the movie's starting !
262147	mph mph .	then move out of the way .
262163	mph rmph rm rmph rmph rm !	oh, you want out of hell, huh ?
262170	you gotta be fucking kidding me ! !	kyle brovlofski, you watch your language ! !
262173	no . . . the general is right .	mom ! ! !
262181	aw, ma ! !	do as i say, kyle !
262184	shit !	freeze ! !
262186	uhh . . . bacon .	okay .
262187	guess .	uhh . . . bacon .
262188	uhh . . . i don't know .	guess .
262189	what's the password ?	uhh . . . i don't know .
262194	we can't leave without you !	it's okay, i am done for .
262195	it's so very cold . . .	we can't leave without you !
262197	no ! that's not terrance or phillip !	oh . . . alright, back you go .
262201	gwpaapa . gwpaapa .	kay .
262202	what's a dying giraffe sound like ?	gwpaapa . gwpaapa .
262205	what's a butfor ?	for pooping, silly .
262207	dude, we don't have watches .	sheet . did you bring ze mirror ?
262224	what ?	are you sure, kenny ?
262229	oh, brother .	did you shut the alarm off, cartman ?
262231	i thought you had something planned .	me ? !
262232	yeah, so what do we say ?	i thought you had something planned .
262233	wow, a lot of people showed up .	yeah, so what do we say ?
262237	wow !	i'll just try the first one .
262238	"""found eight million pages with the word clitoris"" !"	wow !
262239	okay . . .	"""found eight million pages with the word clitoris"" !"
262250	i'm so sick of these soldiers .	yeah, they suck .
262252	this is sweet ! !	totally !
262266	dude, let's help terrance and phillip ! !	how do we do that ?
262268	dude, our moms arrested terrance and phillip !	our moms suck !
262270	how can they do this ?	it isn't fair !
262272	oh my god ! they killed kenny !	you bastards ! !
262283	woa, dude, who's your girlfriend's new guy ?	she's not my girlfriend, dude !
262293	shiteater-	-or monkey fucker-
262303	oh dear god . . .	what is 'fisting' ?
262305	i'm needing lunch .	right away, ma'am !
262306	yes ?	i'm needing lunch .
262307	and bill ?	yes ?
262308	yes ma'am !	and bill ?
262315	what about air strikes ?	huh ?
262324	silence ! i am satan !	oh .
262327	what the hell is going on ? !	i am the dark master !
262328	you're all part of satan's army now !	what the hell is going on ? !
262342	no, it was worse than that . . .	the f word ? !
262355	you're quite a purveyor of filth, little boy !	indeedy, that was a delicious choice of words !
262357	agh !	terrance ! no !
262359	did you hear that, terrance ? i farted !	you did ? just now ?
262361	what's going on terrance ?	canada is saving us ! !
262367	oh, you are such a maroon !	you would know, dummy .
262377	good one, phillip ! cheers .	cheers, terrance !
262379	hello, conan !	hello, brooke shields !
262383	say phillip, want to see the northern lights ?	you bet, terrance !
262389	you'd fuck your uncle !	you'd fuck your uncle !
262412	hey, i'm missing the party !	no ! it can't be !
262422	don't call me dumb !	i mean cute dumb . now bend over !
262427	what did you do today satan ?	you don't care .
262430	you know i do .	i know .
262441	who's my cream puff ?	i am .
262442	hey, come here, guy .	who's my cream puff ?
262457	stan, i never cared for gregory .	you didn't ?
262460	my friend the clitoris told me .	wow, i have a clitoris too .
262464	stan ! stan are you okay ? !	wendy ?
262466	wendy ?	stan ? ! you started la resistance ?
262469	what's the matter, wendy ?	nothing, stan . you wouldn't understand .
262470	nazis ! !	what's the matter, wendy ?
262472	hi wendy .	hi stan .
262481	did you see that, wendy ?	yup .
262483	we saw the terrance and phillip movie !	that's nice, stan .
262485	check .	and the butfor ?
262486	and ze rope ?	check .
262487	got it .	and ze rope ?
262490	you don't have watches ?	dude, you didn't say anything about watches .
262495	jesus, come on !	they're not going to make it !
262497	anna . . .	anna . . .
262498	oh sara . . .	anna . . .
262499	oh yeah . . .	oh sara . . .
262500	oh yeah . . .	oh yeah . . .
262511	oh my god, what is he doing ?	he's shutting off the air ! ! !
262519	so . . .	well i guess we're neighbors for this trip .
262520	of course, of course . . .	so . . .
262524	magnificent, magnificent .	well i appreciate that .
262525	oh, thank you .	magnificent, magnificent .
262530	you're warren wayne .	uh, yes i am . and you are ?
262531	excuse me ?	you're warren wayne .
262532	it can't be .	excuse me ?
262533	evening .	it can't be .
262539	mac, you really earned your wings this flight .	my . . .wings . . .
262541	on channel 10 ?	the device has stopped responding .
262545	they are awaiting further information .	were you going to give it to them ?
262546	and what are they doing now, mac ?	they are awaiting further information .
262547	i did nothing to the monitors .	and what are they doing now, mac ?
262556	all too well, captain .	well shut it off at once !
262564	idiot . . .	good help is hard to find . . .
262571	mac, can you hear me ? come in ?	taylor, you surprise me .
262593	if anyone can hear me please respond !	that's very professional sounding of you, taylor .
262595	bridge ! can anyone hear me ? !	yeah yeah yeah, give me a minute here .
262597	well, maybe i'll surprise you .	i can hardly wait .
262598	no . i'm all set . thanks .	well, maybe i'll surprise you .
262601	uh . . .	i think i can handle it .
262606	that's very pragmatic of you, barnes .	thank you .
262607	you gotta think of your old age .	that's very pragmatic of you, barnes .
262608	it's steady, good benefits .	you gotta think of your old age .
262609	you want to go back to shuttle work ?	it's steady, good benefits .
262628	sheesh ! aye aye cap'n !	over and out !
262631	is that clear ?	that's clear .
262635	goddamn it barnes this really steams my onions !	let's get something straight, chappy !
262646	i know, i know .	so, what are we waiting for ?
262647	it's time we lock coordinates .	i know, i know .
262657	that's me .	break it down to me, what's going on ?
262658	barnes ?	that's me .
262660	it's getting hard to breathe . . .	just don't move around too much .
262662	we're going to die .	will you shut up already ?
262672	look at this . . .jesus .	yeah, i guess money don't buy class .
262674	what is it ? !	i don't know . wave to them !
262679	it would matter to us .	in that case, i accept .
262682	marry you ?	that's right . will you marry me ?
262683	will you marry me ?	marry you ?
262688	so close . . .	and so far .
262691	we have room ! let's go !	what do you mean ? what happened !
262692	what the hell are you doing ?	we have room ! let's go !
262694	sooner than later .	over and out .
262695	hopefully sooner than later .	sooner than later .
262699	i'll do my best .	so what's going to happen to you ?
262706	i'm in the bridge .	barnes ?
262707	taylor ! where are you ?	i'm in the bridge .
262708	dawn . come in .	taylor ! where are you ?
262719	i'm not going with you .	what ? what are you talking about ?
262720	why ? where are you going ?	i'm not going with you .
262723	a flare ? a flare won't do it .	no . . .
262724	take this flare .	a flare ? a flare won't do it .
262734	dawn ! dawn !	helllp !
262738	do you want some advice ?	sure .
262739	yeah, but you didn't answer my question .	do you want some advice ?
262740	well, dawn, i'm an optimist by nature .	yeah, but you didn't answer my question .
262743	taylor ?	yeah ?
262749	you're ready for the real thing ?	at this point i'm ready for anything .
262751	yeah . we did it .	so we did .
262753	are you ready ?	ready as i'll ever be .
262754	i understand .	are you ready ?
262755	i don't know what we're facing .	i understand .
262760	everyone just stay put .	wait .
262766	he certainly is polite .	close every door behind you !
262770	and suppose you couldn't hold out ?	suppose you didn't have to hold your breath ?
262777	ok . . .it's open .	seen one like it before ?
262785	probably come through the wall i suppose .	well maybe we can do something like that .
262789	we don't .	well maybe there's a way out of here .
262791	what are we going to do ?	i don't know .
262796	well i hope i don't do anything careless .	i'm sure you'll be all right .
262806	oh right, right you're on that research grant .	that's right .
262813	is there anything i can help you with ?	no, just enjoying the view .
262814	thank you .	is there anything i can help you with ?
262815	congratulations on your . . .recent award .	thank you .
262816	i'm fine .	congratulations on your . . .recent award .
262818	i'm going back for taylor !	are you nuts ! it's too risky !
262820	carlo !	he's in the bathroom .
262831	well now what are we gonna do !	how am i supposed to know ?
262842	i'm homesick .	homesick ? it's only been two days !
262844	what the hell is that ?	the engines !
262846	because, taylor wouldn't do that, that's why .	what makes you so sure ?
262857	is it safe for human transport ?	that's affirmative .
262879	officer taylor, how are you this evening ?	mac . what's shaking ?
262889	what kind of man ?	a bowler .
262890	i'm looking for a man .	what kind of man ?
262892	you're not from around here, are you ?	i'm from akron .
262897	can i get you something for the road ?	you have orange whips ?
262900	you a mini-golfer ?	nope .
262913	haven't seen a ball like that since '69 .	it belonged to my dad .
262917	nectar of the bowling gods, faz .	see ya 'round faz .
262920	think he bought it ?	i'd buy it !
262930	how do you turn this thing off ?	wait ! that's an aria !
262938	you know, elvis bowled .	no kiddin' .
262939	it was a clearance .	you know, elvis bowled .
262945	la da da dalala . . .	i hate fuckin' opera .
262955	hey, you still here ?	we're looking for buzz fazeli, seen him ?
262956	when you get a chance .	hey, you still here ?
262957	three whips . to go .	when you get a chance .
262959	ah, come on, lemme see your ball .	you afraid we're gonna steal it ?
262961	yeah, basement bingo .	lemme see your ball .
262965	hey, ain't i seen you on the tour ?	no, pinhead, he ain't here to bowl .
262967	theo's bowled on the tour .	oh, a professional man . what'll you have ?
262968	you look like you're something on the lanes .	theo's bowled on the tour .
262975	i'm sure you have buzz .	wish me luck .
262983	seven years .	this scam we got going here was your
262992	i never saw you .	thanks, kid . where are you goin' now ?
262993	so, eh, you never saw me . right ?	i never saw you .
263000	the whole world thinks you're underground .	i am underground .
263002	we ain't married no more .	he says that to all his wives .
263010	no . . .	i didn't think so .
263011	you got a better offer ?	no . . .
263025	i'm your blood .	you wish !
263030	what's it look like to you ?	it looks like dwarf bowling .
263031	what the fuck is this ?	what's it look like to you ?
263050	i got a right . you're my father .	i ain't nobody's father !
263056	she's my mom .	who are you ? who sent you here ?
263057	grace skinner . who's grace skinner to you ?	she's my mom .
263058	grace skinner .	grace skinner . who's grace skinner to you ?
263059	who gave it to you ?	grace skinner .
263060	it's mine .	who gave it to you ?
263061	where'd you get this ball ?	it's mine .
263075	they suspended me for 100 years .	100 years !
263080	i'm not on the tour this year .	need some advice, huh .
263083	buzz fazeli .	theo .
263104	hello ?	hello, mom ?
263111	cool !	theo . howzitgoin .
263112	don't tell me, john .	cool !
263120	you shouldn't touch her .	no, junior, you shouldn't touch her .
263125	who's there !	buzz fazeli .
263126	who's there ?	who's there !
263127	knock-knock .	who's there ?
263130	you're prone to violent outbursts, aren't you ?	it depends .
263131	i don't like to talk about it .	you're prone to violent outbursts, aren't you ?
263133	junior who ?	j'you-and-your-friend do it yet ?
263134	junior .	junior who ?
263135	who's there ?	junior .
263136	come on sheila, knock-knock .	who's there ?
263188	don't go near the bowling alley .	"bowling ""center"" !"
263190	fantastic ! what talent .	you still got the touch junior .
263193	look who's talking !	leave him alone !
263194	you're using theo for your own deviant purposes !	look who's talking !
263209	hello, violet . how's my favorite 'bowlerina' doing ?	132, 154 .
263210	hello, mr .kastle .	hello, violet . how's my favorite 'bowlerina' doing ?
263218	line up where you want it .	yeah .
263219	grasp firmly . then what ?	line up where you want it .
263223	where can i find him ?	the peter pan .
263226	he's my father, millie .	he's no father to you .
263227	buzz fazeli never helps anybody but himself .	he's my father, millie .
263231	he's not here .	i'm sorry about zeus, millie .
263233	get that outta your mouth !	they suspended me .
263236	who wants to know ? zeus !	i'm a bowler .
263237	is mr . fazeli in please ?	who wants to know ? zeus !
263241	i am a professional man .	lips still for sale ?
263242	very professional .	i am a professional man .
263244	sez you !	suck my dick !
263245	i'm not dumping you, i'm suspending you .	sez you !
263249	what about plan c ?	fuck plan c !
263264	you don't get two chances with junior .	at least i'll die smiling .
263273	i didn't stop to take his pulse .	where are you going ?
263274	are you sure he's dead ?	i didn't stop to take his pulse .
263275	you should .	are you sure he's dead ?
263276	i feel sick .	you should .
263277	he's dead sheila .	i feel sick .
263278	if he's not dead, he'll keep coming back .	he's dead sheila .
263279	you wanted me to kill him, didn't you ?	if he's not dead, he'll keep coming back .
263280	tell me what happened theo .	you wanted me to kill him, didn't you ?
263281	how do you get this thing down ?	tell me what happened theo .
263282	did you - kill him ?	how do you get this thing down ?
263289	you told junior that we did it .	it ?
263296	i'm afraid you'll hurt him .	it's junior, isn't it .
263300	i can't tell you, theo .	why not ?
263306	nothing .	too late for what, sheila ?
263309	zip .	and besides, it's probably too late, anyhow .
263323	come on, bargain with me .	i could let them go for ten .
263324	more than you could afford .	come on, bargain with me .
263334	really ? i kinda like it .	do you talk with your mom ?
263338	come on theo, what about plan c ?	what's plan c ?
263339	sheila, please .	come on theo, what about plan c ?
263348	what's plan b ?	plan b is your dad .
263349	well, that was plan a .	what's plan b ?
263353	no, i'm fascinated .	why were you suspended ?
263358	do i want you ?	we'll get into that later .
263359	so, what about you ?	do i want you ?
263360	unfortunately what he wants is you .	so, what about you ?
263364	no . do you ?	no . not at the present .
263365	do you have a boyfriend ?	no . do you ?
263366	not while i'm in training .	do you have a boyfriend ?
263367	do you have a girlfriend ?	not while i'm in training .
263368	i'd rather you didn't .	do you have a girlfriend ?
263369	can i ask you something personal ?	i'd rather you didn't .
263370	the ladies in akron call them thigh- ticklers .	can i ask you something personal ?
263373	mind if i cut in ?	no, not at all .
263375	whoa .	it's a vicious cycle .
263378	the mental hospital .	what does he do ?
263379	where did your brother escape from ?	the mental hospital .
263380	everything has it's drawbacks .	where did your brother escape from ?
263381	kinda tough on the butt .	everything has it's drawbacks .
263389	business .	won't your father help you with that ?
263390	what do you want with my dad ?	business .
263396	mine, and they never tip .	do you know where they're taking him ?
263399	uh . . .over easy .	coming right up .
263400	how do you want it ? the eggs .	uh . . .over easy .
263403	what's your specialty ?	whips . . .orange whips .
263409	your time is up, busyboy .	who identified the body ?
263416	very good, busyboy .	dwarf bowling's illegal .
263418	tell your little pal to let go .	breeze, give him his ball back !
263428	lane's closed big fellah, league night .	i'm not here to bowl .
263433	let me out, captain . open the door !	please, dr . levine .
263434	calm down, dr . levine .	let me out, captain . open the door !
263437	fletcher ! now !	i can't . . .
263438	i can't see . . .	fletcher ! now !
263439	get out of there !	i can't see . . .
263440	it's burning . . .	get out of there !
263441	fletcher, get away from there . . .	it's burning . . .
263445	fletcher ? what are you doing out there ?	they're like pink snow, sir . sticky .
263447	norman, please ! don't !	pull it, damn it !
263448	now !	norman, please ! don't !
263449	don't do it !	now !
263454	don't do it, norman !	do you see it ?
263456	that's our reserve air .	it's either that or we grow gills .
263457	increase positive pressure !	that's our reserve air .
263459	what was that ?	he's right beneath us .
263466	forty yards .	but you've tested it ?
263471	fifty yards and closing .	what do we use for defense ?
263472	what if it attacks ?	fifty yards and closing .
263475	direction's east coming !	what was that ?
263481	but she's --	nobody move !
263482	nobody move .	but she's --
263488	they told me about sixty hours .	two and a half days ?
263489	how long will that be ?	they told me about sixty hours .
263492	norman !	edmunds, do you have a 20 on norman ?
263498	alright, beth, do that thing you did before .	how about i just press the button ?
263501	hold on --	what is it ?
263503	i said back away .	would you wait a minute ?
263504	wait a minute --	i said back away .
263505	back away then .	wait a minute --
263506	there's heat coming the door .	back away then .
263512	i see it .	pull it .
263517	what the hell ? it shut us down .	jerry ? please . stop this .
263519	going active .	jerry ?
263545	wait a second --	-- and then brought her down here --
263555	you don't want to know .	i think i do .
263556	how drastic ?	you don't want to know .
263564	what do you mean, he's missing ?	he's missing . he's gone . he left .
263565	harry's missing .	what do you mean, he's missing ?
263572	i don't know . that's the point .	everything can be killed .
263573	you mean, what's in that thing is immortal ?	i don't know . that's the point .
263574	or maybe, it can't <u>be</u> killed .	you mean, what's in that thing is immortal ?
263575	"like ""thou shall not kill"" ?"	or maybe, it can't <u>be</u> killed .
263578	maybe we shouldn't .	what ?
263580	picked up something ? what is it ?	i don't know . but it's something alien .
263582	what is it, norman ?	take a look .
263585	they pressurize us with helium .	what's wrong with oxygen ?
263596	extraordinary, isn't it ?	it's impossible .
263599	hold on --	maybe older --
263600	-- dating the crash at least that old .	hold on --
263601	-- wait a second --	-- dating the crash at least that old .
263610	what ?	what do you need me for ?
263611	then why am i here ?	what ?
263612	survivors ? no, i wouldn't think so .	then why am i here ?
263615	how deep is he ?	a thousand feet .
263619	we're moving fast considering the storm .	storm ? what storm ?
263620	well, we don't have all the facts yet .	we're moving fast considering the storm .
263621	from what ? what's with all the security ?	well, we don't have all the facts yet .
263624	you talk to any reporters ? any press ?	press ? no, i haven't .
263626	anything else ?	nothing else .
263629	what team ?	what have you been told so far ?
263630	come with me . the team's already waiting .	what team ?
263635	captain .	captain . right, forgive me .
263636	thank you, colonel .	captain .
263640	norman, get out of there now ! norman ?	if the subs aren't here yet, sir --
263642	they've left, keep watching !	sir ! sir, the door -- it's opening .
263645	well, where the fuck is he ?	in the ship, sir .
263646	yes, sir .	well, where the fuck is he ?
263648	nothing, sir .	what the hell is going on here ?
263650	nothing, sir .	fuck him . what ? hello ?
263651	any sign of harry ?	nothing, sir .
263652	they're coming .	any sign of harry ?
263653	i'm getting no sub reading, sir .	they're coming .
263665	can you open that panel ?	working on it now, sir .
263668	she's not gonna know .	she wired this system .
263671	"with an ""o"" . harold with an ""o"" ."	what -- you want me to retype it ?
263672	i'm in charge .	"with an ""o"" . harold with an ""o"" ."
263680	ignorant . the thing's ignorant .	it's not ignorant .
263682	i have to tell you . it's strange .	how do you mean, strange ?
263683	what's the message ?	i have to tell you . it's strange .
263688	who is that ? where's that coming from ?	please watch your closest monitor . . .
263689	ladies and gentlemen . . .	who is that ? where's that coming from ?
263690	gimme a report, i want --	ladies and gentlemen . . .
263701	so how do we get it open ?	ted seems to have some ideas .
263709	ted ? captain ?	yes, harry .
263711	i did .	then how can it be chipped ?
263722	resetting the sub .	what sub ?
263723	what was edmunds doing outside ?	resetting the sub .
263728	the sensors are picking up something outside .	what ?
263729	what is that ?	the sensors are picking up something outside .
263738	from the sphere ?	what's inside the sphere .
263742	to what ?	internal power .
263743	they switched us over .	to what ?
263746	how can he be missing ?	sir, about leaving --
263759	what's wrong ?	what do you make of this ?
263762	some sort of lead or something .	radiation shield, you think ?
263763	what is it ?	some sort of lead or something .
263764	look at this .	what is it ?
263770	i'd also like it noted --	duly noted, ted . edmunds, try using suction .
263780	beth --	get away --
263781	get away from me !	beth --
263782	hear what ?	get away from me !
263783	you hear that ?	hear what ?
263784	what ?	you hear that ?
263785	what is that ? what are you doing ?	what ?
263788	c'mon --	top shelf, is it ?
263797	beth ?	leave me alone, norman .
263804	don't you know ?	beth, stop it !
263805	where is it coming from, beth ?	don't you know ?
263806	you're frightened, aren't you, norman ?	where is it coming from, beth ?
263807	beth !	you're frightened, aren't you, norman ?
263820	promise what, norman ? tell me !	beth --
263821	i promise --	promise what, norman ? tell me !
263822	but i have to, norman .	i promise --
263823	don't, beth .	but i have to, norman .
263832	that's bullshit .	is it ?
263841	one lonely, terrifying sea snake .	you manifested that, beth .
263842	that's when you went in the sphere .	one lonely, terrifying sea snake .
263847	c'mon -- what ?	you're lying --
263848	beth you're losing it . c'mon .	c'mon -- what ?
263851	you think i manifested the snakes ?	someone did .
263854	he can't manifest .	no, he can't .
263855	no, he isn't .	he can't manifest .
263863	don't you ?	are you manifesting them ?
263864	do you fear them ?	don't you ?
263865	you tell me .	do you fear them ?
263869	snakes ? what do you mean, exactly ?	you know what i mean .
263870	how do you feel about snakes ?	snakes ? what do you mean, exactly ?
263871	i did do that, didn't i ?	how do you feel about snakes ?
263875	it's getting cold .	you think i'd really drink that ?
263876	are you ?	it's getting cold .
263877	i'm feeling better .	are you ?
263878	what's wrong, norman ?	i'm feeling better .
263880	your watch .	oh yes, my watch . i almost forgot .
263881	what was that ? i couldn't hear you .	your watch .
263885	the sphere looks different .	what do you mean, different ?
263888	what is it, norman ?	where are you ?
263891	for what ?	not believing you .
263892	i'm sorry .	for what ?
263900	it's an idea .	beth --
263903	how fast does it take effect ?	doesn't say .
263904	what ? wait -- isn't that dangerous ?	how fast does it take effect ?
263905	i'll just boost the doses .	what ? wait -- isn't that dangerous ?
263906	three to six hours .	i'll just boost the doses .
263907	how long does it last ?	three to six hours .
263911	causes sleep .	it's like a sleeping pill ?
263912	what's that ?	causes sleep .
263913	it's a soporific .	what's that ?
263914	p-a-r-a-s-o . . .	it's a soporific .
263915	how do you spell it ?	p-a-r-a-s-o . . .
263916	parasolutrine ?	how do you spell it ?
263917	antibiotic .	parasolutrine ?
263918	damn it ! chloramphenicol ?	antibiotic .
263919	antihistamine . for bites .	damn it ! chloramphenicol ?
263920	riordan ?	antihistamine . for bites .
263923	tranquilizer . causes drowsiness .	bingo .
263924	tarazine ?	tranquilizer . causes drowsiness .
263925	nothing about drowsiness .	tarazine ?
263928	sintag .	a synthetic opium analogue .
263929	ulcers .	sintag .
263930	valdomet .	ulcers .
263931	it's for motion sickness .	valdomet .
263932	ephedrine hydrochloride .	it's for motion sickness .
263933	something for burns .	ephedrine hydrochloride .
263934	diphenyl parlene .	something for burns .
263947	i don't know .	how can the sphere do that ?
263948	but how ?	i don't know .
263955	he translated it wrong .	what ?
263964	page 87 .	what ?
263971	you don't believe me .	all i know is i opened that refridgerator --
263972	you think ?	you don't believe me .
263976	1-800-deepsea delivery . i hear they're good .	none of this was here before .
263977	wait a second --	1-800-deepsea delivery . i hear they're good .
263978	we must've had it delivered then .	wait a second --
263979	that wasn't in there before .	we must've had it delivered then .
263982	the refridgerator .	the refridgerator .
263985	what's harry doing with your suit in there ?	fixing it .
263986	i think so, beth . yes .	what's harry doing with your suit in there ?
263987	you get it straightened out ?	i think so, beth . yes .
263995	still clear ?	still clear .
264000	what's the matter ?	you fixed this suit ? beth ?
264001	still clear .	what's the matter ?
264006	you don't trust me ?	but i don't know how --
264007	you fixed my suit ?	you don't trust me ?
264008	i fixed your suit .	you fixed my suit ?
264009	i would . but my suit --	i fixed your suit .
264010	i don't trust harry to do it .	i would . but my suit --
264011	in case you die, too ?	i don't trust harry to do it .
264014	maybe you should go . to the sub .	why should i go ?
264020	you, me and harry ?	you, me and harry . he's asleep .
264023	don't bother me, norman .	it's not worth the risk .
264024	forget the sub .	don't bother me, norman .
264025	i have to reset the sub .	forget the sub .
264026	where are you going in such a hurry ?	i have to reset the sub .
264029	yeah, okay . sure, norman .	beth --
264032	don't do this .	you bastard .
264033	you did, didn't you ?	don't do this .
264034	beth --	you did, didn't you ?
264035	you told him about me ?	beth --
264036	what ?	you told him about me ?
264037	you said something to him, didn't you ?	what ?
264040	calm down, beth . alright ?	don't tell me to calm down !
264043	in edmunds' things .	you went through edmunds' things ?
264044	where did you get this ?	in edmunds' things .
264054	what are they ?	eggs .
264055	norman .	what are they ?
264068	what ? why . . .	beth --
264069	and you didn't tell anyone ?	what ? why . . .
264070	yeah, why ?	and you didn't tell anyone ?
264073	wait a minute .	what ?
264079	yeah, it was awful .	what about you ? what happened to you ?
264080	my gosh, norman .	yeah, it was awful .
264085	the library .	we have a library ?
264086	where'd this come from ?	the library .
264090	norman !	get this thing off me .
264096	yeah . drowning .	you're next, norman .
264107	to the spacecraft . to investigate .	underwater ?
264108	wait -- down where ?	to the spacecraft . to investigate .
264109	because when we get down there --	wait -- down where ?
264114	it's bullshit . the report's a joke .	that's quite a secret .
264115	i've read it twice, norman . it's brilliant .	it's bullshit . the report's a joke .
264120	he doesn't wait for an answer .	who says it's a he ?
264122	norman ? where's norman ?	by the bunks .
264126	i don't get it .	it doesn't make any sense .
264131	pussy .	what's that -- mistake number two, norman ?
264136	no i'm not . i'm not star--	yes you are . . .
264137	you're staring at me .	no i'm not . i'm not star--
264138	like what ? i'm not --	you're staring at me .
264139	why are you looking at me like that ?	like what ? i'm not --
264140	another attack ?	why are you looking at me like that ?
264143	what ?	just in time for what ?
264144	in time for what ?	what ?
264145	just in time, too .	in time for what ?
264160	then what is it ?	it's an american spacecraft .
264164	for who ? the fish ?	for whoever's in that thing .
264185	well, press something !	wait !
264186	no idea .	well, press something !
264187	you know how to work this thing ?	no idea .
264191	her legs are in the way .	you got her ?
264194	i'm trying to keep balance with --	gimme a second --
264195	c'mon, norman !	i'm trying to keep balance with --
264197	three fifty-six, three fifty-five, three --	shut up and catch .
264198	i heard ! i heard !	three fifty-six, three fifty-five, three --
264199	hurry, norman . four minutes .	i heard ! i heard !
264200	hold on .	hurry, norman . four minutes .
264202	missed .	are you trying, damn it ? just --
264205	hold on .	push her, c'mon .
264206	i can't reach her .	hold on .
264211	we're never gonna make it .	shut up and open the door .
264212	help me lift her .	we're never gonna make it .
264213	fine .	help me lift her .
264216	did i kill her ?	i don't think so .
264218	it's the squid ! stop it !	stop what ? what are you -- ?
264219	you know what it is, harry .	it's the squid ! stop it !
264220	what is it ?	you know what it is, harry .
264223	the three of us .	that's right .
264227	navy transmission . they're sent from wisconsin .	how do we decode it ?
264228	wisconsin ?	navy transmission . they're sent from wisconsin .
264229	wisconsin's your answer .	wisconsin ?
264234	she's cracking, norman .	you didn't say that about the food ?
264236	beth left ?	i thought she was with you .
264237	her suit's gone .	beth left ?
264240	what do you mean ? she's not here ?	when i woke up, nobody was here .
264241	what happened to her ?	what do you mean ? she's not here ?
264246	harry ?	norman, where are you ?
264247	 . . . you there ? norman ?	harry ?
264250	did i ?	you don't remember that ?
264263	norman ?	what is it, harry ?
264264	then explain it to me .	norman ?
264265	you don't understand about the sphere .	then explain it to me .
264269	what are you still doing here ?	you remember opening the door ?
264270	harry, can you tell me about the sphere ?	what are you still doing here ?
264271	it's like . . .	harry, can you tell me about the sphere ?
264272	what noise ?	it's like . . .
264273	what is that ? that noise ?	what noise ?
264277	no . i didn't say that .	then what, norman ?
264278	you mean, you think i'm cracking ?	no . i didn't say that .
264283	i can't believe that, harry .	gimme another explanation .
264304	to what ?	time travel . a black hole .
264305	our answer .	to what ?
264307	nice work, norman .	whatever i can do to help .
264309	c'mon, norman .	look, would you --
264311	c'mon .	wait a second, i --
264312	no, why don't --	c'mon .
264313	go ahead . ladies first .	no, why don't --
264315	you sound defensive .	i'm fine .
264316	i'm not being defensive .	you sound defensive .
264317	don't be defensive .	i'm not being defensive .
264318	fine . i'm fine .	don't be defensive .
264319	you holding up alright ?	fine . i'm fine .
